id,laptop_ID,Company,Product,TypeName,Inches,OpSys,Price_euros,Peso_kg,RAM_GB,SSD_GB,HDD_GB,Flash_Storage_GB,Hybrid_GB,Modelo_Serie_CPU,Velocidad_CPU_GHz,Cores_CPU,CPU_Intel,CPU_AMD,GPU_AMD,GPU_Intel,GPU_Nvidia,GPU_tipo_serie,Num_Pixeles,Screen_IPS,Screen_HD,Screen_Touchscreen,Screen_4K,Screen_Retina,Screen_QuadHD+
1298,473,Acer,Aspire 5,Notebook,15.6,Windows 10,469.0,2.2,4,0,500,0,0,Core i3,2.0,1,1,0,0,0,1,GeForce GTX 940MX,1049088,0,0,0,0,0,0
715,1147,Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14.0,Windows 10,278.0,1.5,4,0,0,32,0,Celeron Dual Core N3350,1.1,2,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
762,212,Dell,XPS 13,Ultrabook,13.3,Windows 10,1449.0,1.2,8,256,0,0,0,Core i7,1.8,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
1101,795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Windows 10,1089.0,2.2,8,128,1000,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce GTX 1050,2073600,0,1,0,0,0,0
994,1004,HP,EliteBook Folio,Netbook,12.5,Windows 10,1908.0,0.97,8,512,0,0,0,Core M,1.2,1,1,0,0,1,0,HD Graphics 515,2073600,0,1,0,0,0,0
528,434,Dell,Latitude 5480,Ultrabook,14.0,Linux,1099.0,1.6,8,256,0,0,0,Core i7,2.8,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
926,1219,Lenovo,IdeaPad 310-15ISK,Notebook,15.6,No OS,629.0,2.2,8,0,500,0,0,Core i7,2.5,1,1,0,0,0,1,GeForce 920MX,1049088,0,0,0,0,0,0
791,1106,HP,250 G6,Notebook,15.6,No OS,345.99,1.86,4,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
351,963,Acer,Chromebook 14,Notebook,14.0,Chrome OS,349.0,1.68,4,0,0,32,0,Celeron Dual Core N3060,1.6,2,1,0,0,1,0,HD Graphics 400,1049088,0,0,0,0,0,0
166,1052,Dell,Latitude E5570,Notebook,15.6,Windows 7,1062.95,2.09,8,256,0,0,0,Core i5,2.4,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
1196,168,Acer,Aspire A315-31,Notebook,15.6,Windows 10,348.0,2.1,4,0,1000,0,0,Celeron Dual Core N3350,1.1,2,1,0,0,1,0,HD Graphics 500,1049088,0,0,0,0,0,0
1056,320,Dell,Inspiron 5570,Notebook,15.6,Windows 10,844.0,2.33,8,128,1000,0,0,Core i5,1.6,1,1,0,1,0,0,Radeon 530,2073600,0,1,0,0,0,0
909,200,Razer,Blade Pro,Gaming,17.3,Windows 10,6099.0,3.49,32,1000,0,0,0,Core i7,2.9,1,1,0,0,0,1,GeForce GTX 1080,8294400,0,1,1,1,0,0
1189,681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Windows 10,349.0,2.2,4,128,0,0,0,E-Series E2-9000,2.2,1,0,1,1,0,0,Radeon R2 Graphics,1049088,0,0,0,0,0,0
654,1092,MSI,GT72VR Dominator,Gaming,17.3,Windows 10,2499.0,3.78,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,2073600,0,1,0,0,0,0
968,670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Windows 10,535.0,2.2,4,0,500,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
1027,1164,HP,EliteBook 820,Ultrabook,12.5,Windows 7,2296.95,1.26,8,256,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
217,759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Windows 10,475.0,1.4,4,128,0,0,0,Celeron Dual Core N3060,1.6,2,1,0,0,1,0,HD Graphics 400,1049088,0,0,1,0,0,0
1224,657,Lenovo,Thinkpad X270,Ultrabook,12.5,Windows 10,1584.0,1.36,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
559,189,Dell,Inspiron 7773,Notebook,17.3,Windows 10,1549.0,2.77,16,512,0,0,0,Core i7,1.8,1,1,0,0,0,1,GeForce 150MX,2073600,0,1,1,0,0,0
136,517,Dell,XPS 13,Ultrabook,13.3,Windows 10,899.0,1.29,8,128,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,1,0,0,0
420,198,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Windows 10,839.0,1.62,8,0,1000,0,0,Core i7,1.8,1,1,0,0,1,0,UHD Graphics 620,2073600,1,1,1,0,0,0
54,498,Toshiba,Portege X30-D-10L,Ultrabook,13.3,Windows 10,2799.0,1.05,32,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,1,0,0,0
788,127,Acer,Aspire 3,Notebook,15.6,Windows 10,451.0,2.1,4,256,0,0,0,A9-Series,3.0,1,0,1,1,0,0,Radeon R5,1049088,0,0,0,0,0,0
628,765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Windows 10,1099.0,2.2,8,128,1000,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce GTX 1050,2073600,1,1,0,0,0,0
1215,274,Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,15.6,Windows 10,880.0,2.05,8,256,0,0,0,Core i7,1.8,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
396,1168,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,15.6,No OS,339.0,1.9,4,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
1083,1320,Asus,X553SA-XX031T (N3050/4GB/500GB/W10),Notebook,15.6,Windows 10,369.0,2.2,4,0,500,0,0,Celeron Dual Core N3050,1.6,2,1,0,0,1,0,HD Graphics,1049088,0,0,0,0,0,0
20,858,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,2277.0,1.28,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,1,0,0,0
1263,94,HP,Probook 430,Notebook,13.3,Windows 10,1197.0,1.49,16,512,0,0,0,Core i7,1.8,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
258,908,Dell,Inspiron 7567,Gaming,15.6,Linux,929.0,2.62,8,0,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050Ti,2073600,0,1,0,0,0,0
159,950,Dell,Vostro 3568,Notebook,15.6,Windows 10,558.6,2.18,4,0,1000,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
572,959,Lenovo,IdeaPad Y700-15ACZ,Gaming,15.6,Windows 10,999.0,2.5,16,512,1000,0,0,FX,2.1,1,0,1,1,0,0,Radeon R9 M385,2073600,1,1,0,0,0,0
374,538,Toshiba,Satellite Pro,Notebook,15.6,Windows 10,860.0,2.0,8,0,500,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
25,1142,HP,EliteBook 820,Ultrabook,12.5,Windows 7,1895.0,1.26,8,256,0,0,0,Core i5,2.4,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
345,796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,999.0,2.4,4,0,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050,2073600,1,1,0,0,0,0
827,813,Dell,Latitude 3180,Netbook,11.6,Windows 10,744.0,1.63,4,128,0,0,0,Pentium Quad Core N4200,1.1,4,1,0,0,1,0,HD Graphics 505,1049088,0,0,0,0,0,0
661,525,HP,Probook 450,Notebook,15.6,Windows 10,889.0,2.04,8,256,0,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce 930MX,2073600,0,1,0,0,0,0
102,603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Windows 10,2025.0,1.37,8,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,1,0,0,0
185,596,Asus,ROG Strix,Gaming,17.3,Windows 10,1770.0,2.73,8,128,1000,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce GTX 1060,2073600,1,1,0,0,0,0
69,233,Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,17.3,Windows 10,891.0,2.69,8,256,500,0,0,Core i5,2.5,1,1,0,0,0,1,GeForce GTX 950M,2073600,0,1,0,0,0,0
327,169,MSI,GE63VR 7RE,Gaming,15.6,Windows 10,1799.0,2.4,16,256,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1060,2073600,1,1,0,0,0,0
439,899,Acer,Chromebook C731-C78G,Netbook,11.6,Chrome OS,297.0,1.25,4,0,0,32,0,Celeron Dual Core N3060,1.6,2,1,0,0,1,0,HD Graphics 400,1049088,1,0,0,0,0,0
662,263,MSI,GT73EVR 7RE,Gaming,17.3,Windows 10,2499.0,4.14,16,512,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1070,2073600,0,1,0,0,0,0
799,242,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,15.6,Windows 10,575.0,2.2,4,128,1000,0,0,A10-Series A10-9620P,2.5,1,0,1,1,0,0,Radeon R5 M430,2073600,0,1,0,0,0,0
555,267,HP,ProBook 450,Notebook,15.6,Windows 10,722.0,2.1,4,0,500,0,0,Core i5,1.6,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
40,781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,Windows 10,1020.0,1.75,4,128,0,0,0,Core i5,2.3,1,1,0,0,1,0,HD Graphics 520,1049088,1,0,0,0,0,0
1110,1289,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Windows 10,1499.0,1.3,16,512,0,0,0,Core i7,2.5,1,1,0,0,1,0,HD Graphics 520,5760000,1,1,1,0,0,1
998,375,HP,Elitebook 1040,Ultrabook,14.0,Windows 10,1750.0,1.36,8,256,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
500,1121,MSI,GE72 Apache,Gaming,17.3,Windows 10,1511.19,2.9,8,128,1000,0,0,Core i7,2.6,1,1,0,0,0,1,GeForce GTX 960M,2073600,0,1,0,0,0,0
734,644,Dell,XPS 13,Ultrabook,13.3,Windows 10,1869.0,1.23,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,5760000,0,1,1,0,0,1
974,484,Lenovo,Thinkpad T470,Notebook,14.0,Windows 10,1364.0,1.7,8,180,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
117,896,HP,EliteBook x360,2 in 1 Convertible,13.3,Windows 10,1799.0,1.28,4,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,1,0,0,0
392,1030,HP,ProBook 450,Notebook,15.6,Windows 10,769.99,2.04,4,256,0,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
1060,520,Dell,Inspiron 5570,Notebook,15.6,Windows 10,1219.24,2.2,16,256,2000,0,0,Core i7,1.8,1,1,0,1,0,0,Radeon 530,2073600,0,1,0,0,0,0
613,810,Asus,Pro P2540UA-XS51,Notebook,15.6,Windows 10,1099.0,2.37,8,256,0,0,0,Core i5,2.5,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
711,119,HP,Probook 440,Notebook,14.0,Windows 10,1084.0,1.63,8,512,0,0,0,Core i7,1.8,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
1245,1016,Dell,Vostro 3568,Notebook,15.6,Windows 10,547.0,2.18,4,128,0,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
639,412,Asus,Zenbook 3,Ultrabook,14.0,Windows 10,1873.0,1.1,8,512,0,0,0,Core i7,2.7,1,1,0,0,1,0,HD Graphics 620,2073600,0,1,0,0,0,0
9,165,Acer,Aspire A517-51G,Notebook,17.3,Windows 10,805.0,3.0,4,256,0,0,0,Core i5,1.6,1,1,0,0,0,1,GeForce MX150,2073600,1,1,0,0,0,0
1213,712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,No OS,450.0,1.9,4,0,500,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,1049088,0,0,0,0,0,0
535,432,Dell,Inspiron 7577,Gaming,15.6,Windows 10,1159.0,2.62,8,128,1000,0,0,Core i7,2.8,1,1,0,0,0,1,GeForce GTX 1050 Ti,2073600,1,1,0,0,0,0
155,1206,Dell,XPS 13,Ultrabook,13.3,Linux,1099.0,1.23,8,256,0,0,0,Core i5,2.4,1,1,0,0,1,0,HD Graphics 520,5760000,0,1,1,0,0,1
1074,561,HP,ProBook 470,Notebook,17.3,Windows 10,1280.0,2.63,8,0,1000,0,0,Core i7,2.7,1,1,0,0,0,1,GeForce 930MX,2073600,0,1,0,0,0,0
472,599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Windows 10,603.0,1.39,4,128,0,0,0,Core M,1.0,1,1,0,0,1,0,HD Graphics 615,1049088,0,0,1,0,0,0
47,601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,No OS,529.0,2.8,4,0,500,0,0,Core i3,2.0,1,1,0,0,1,0,HD Graphics 520,2073600,0,1,0,0,0,0
5,132,HP,ProBook 470,Notebook,17.3,Windows 10,928.0,2.5,8,256,0,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
466,1139,Asus,VivoBook Max,Notebook,15.6,Windows 10,435.0,2.0,4,0,1000,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,1049088,0,0,0,0,0,0
712,129,HP,Probook 440,Notebook,14.0,Windows 10,812.0,1.63,8,0,1000,0,0,Core i5,1.6,1,1,0,0,1,0,UHD Graphics 620,2073600,0,1,0,0,0,0
212,838,Acer,Swift 3,Notebook,14.0,Windows 10,619.0,1.5,8,128,0,0,0,Core i3,2.4,1,1,0,0,1,0,HD Graphics 620,2073600,1,1,0,0,0,0
